,#,Player,Position,Team,DOB,Age (11/21/25),Previous Rank, +/- Change,Notes/Outlook,
,52,Zach Edey,C,MEM,2002-05-14,24.20821918,52,36,"I've been way too low on Edey dating back to his draft cycle, so I need to course-correct. This dude is so good and has a lot more fantasy dominance to come."
,53,Stephen Curry,PG/SG,GSW,1988-03-14,38.37314919,53,2,"Steph Curry is still Steph Curry even at age 37, but there have been a lot of times he's looked human recently. Hold and enjoy the rest of the ride."
,54,Brandon Miller,SF/PF,CHA,2002-11-22,23.68219178,54,5,"Brandon Miller has continued to have injuries and leaves some serious questions about him, LaMelo and Charlotte on the whole."
,55,Ivica Zubac,C,LAC,1997-03-18,29.36438356,55,2,"Zubac is great for dynasty and redraft, and I was a bit slow to react to market value in my last few updates. Very consistent."
,56,Caleb Wilson,SF/PF,North Carolina,2006-07-18,20.03013699,56,-3,Caleb Wilson is my current 1.04 and has a lot of juice to his fantasy game. Will need time to develop more on offense but has a ton of potential.
,57,Kingston Flemings,PG/SG,Houston,2007-01-03,19.56712329,57,NEW,Flemings is well on the path to being a top 5 pick in real life and dynasty drafts. Fantastic stastical profile.
,58,Pascal Siakam,PF/C,IND,1994-04-02,32.32328767,58,-8,Siakam has been great for the Pacers as we expected. This next year without Tyrese Haliburton is going to be a huge one for contenders that have him.
,59,Stephon Castle,PG/SG/SF,SAS,2004-11-01,21.73926941,59,10,Early returns have been nice on Castle despite loads of turnovers. I expect this to adjust when Fox returns and he can settle into a different role.
,60,Dyson Daniels,PG/SG,ATL,2003-03-17,23.36712329,60,-4,Daniels was a stocks god this past season. His upside feels pretty awesome with the Hawks and he rightfully earned MIP this year. Is he a sell high at this price? TBD.
,61,Derik Queen,PF/C,NOP,2004-12-27,21.58626394,61,24,"Queen has flashed very, very high potential so far in his rookie season. He could be a quick riser this year."
,62,Kel'el Ware,C,MIA,2004-04-20,22.27205629,62,17,"Some recent remarks by Spoelstra on Ware's effort and motor have me concerned about this issue dating back to college, but he has a lot of really strong potential. "
,63,Zion Williamson,PF/C,NOP,2000-07-06,26.06167378,63,-9,Zion absolutely needs to stay healthy in 2025-2026 with the potential to easily have the best season of his career so far.
,64,Ja Morant,PG/SG,MEM,1999-08-10,26.96712329,64,-2,"Ja has really struggled badly this year and with drama brewing in Memphis, I want no part of him at cost even if he still mantains some value."
,65,Ausar Thompson,SG/SF,DET,2003-01-30,23.49315068,65,-17,"Ausar has continued to struggle progressing on offense. He's still got loads of great upside and is a fantastic defender, but we need to be careful moving forward."
,66,Onyeka Okongwu,PF/C,ATL,2000-12-11,25.62997979,66,0,"In the last month of the season, Okongwu was 19th in per-game fantasy value (BBM). I'm curious how he and Porzingis split time."
,67,Matas Buzelis,SF/PF,CHI,2004-10-03,21.81850438,67,-7,The Bulls' future is Buzelis' oyster now. Some brilliant flashes and more to come. There's a lot here to be excited about.
,68,OG Anunoby,SG/SF/PF,NYK,1997-07-17,29.03287671,68,-7,We know what to expect with OG Anunoby at this point. He's clearly made his mark on the Knicks and is such a winning connective piece.
,69,Mikel Brown Jr.,PG/SG,Louisville,2006-04-03,20.32054795,69,-11,Mikel Brown has the makings of another star fantasy guard. He's not without his concerns but the upside is very strong.
,70,Isaiah Hartenstein,C,OKC,1998-05-05,28.23287671,70,-7,"Hartenstein took the step up with Holmgren out for so long and will take some slight hits, but it's clear he's vastly important to this OKC squad."
,71,Kyrie Irving,PG/SG,DAL,1992-03-23,34.34855902,71,2,Kyrie was playing great until a devastating ACL tear. He was already approaching the end of his prime and this does leave some strong questions about the future.
,72,Derrick White,PG/SG,BOS,1994-07-02,32.0739726,72,-4,Derrick White has continued to be excellent in Boston. Expecting a big year next to Jaylen Brown in 2025-2026.
,73,Mikal Bridges,SG/SF,NYK,1996-08-30,29.91140055,73,2,Mikal is still Mikal even as he climbs up there in age. He's on a great start and having his best fantasy stretch since his 2022-2023 Nets run.
,74,Reed Sheppard,PG/SG,HOU,2004-06-24,22.09446066,74,6,"We've seen some good stuff out of Sheppard that remind us why he went so high in drafts, but the concerns are still there."
,75,Ace Bailey,SF/PF,UTA,2006-08-13,19.95890411,75,1,"I'm not totally sure how I feel about Ace Bailey for fantasy, but I think I feel a lot better now knowing he's in Utah and has the opportunity to be their best player eventually."
,76,Walker Kessler,C,UTA,2001-07-26,25.00821918,76,-2,Kessler suffers a brutal season-ending injury just a few games in. Really tough situation for him looking at a new contract and Utah using him as a trade chip.
,77,Scoot Henderson,PG/SG,POR,2004-02-03,22.48243881,77,-10,"In a sink or swim season, Scoot will miss a massive chunk of the 1st half of 2025-2026. This may throw a massive wrench in his development."
,78,Brandon Ingram,SF/PF,TOR,1997-09-02,28.90410959,78,-6,"If Ingram can stay healthy this year, he could be in for a monster year in Toronto. I'm liking the early returns from a fantasy perspective."
,79,Jeremiah Fears,PG/SG,NOP,2006-10-14,19.7890411,79,16,"Fears has been very solid for fantasy so far, which is really shocking considering we thought he would be bad for at least a year like normal rookie guards."
,80,Jayden Quaintance,PF/C,Kentucky,2007-07-11,19.04931507,80,-16,JQ is one of the best defensive prospects we've seen come into the league in a bit. Very exciting potential if the offense can mature and he recovers from his ACL tear.
,81,Jarrett Allen,C,CLE,1998-04-21,28.27123288,81,-10,"Allen might not be the most ideal top-50 asset given Mobley's ascension, but hey, you know what to expect and he's a firm starter for years to come. Sneakily still young."
,82,Keyonte George,PG/SG,UTA,2003-11-08,22.72054795,82,20,George has played with a real sense of urgency to make that leap this year. He's here and establishing he belongs as a longer term starter.
,83,Kyshawn George,SG/SF,WAS,2003-12-12,22.62739726,83,3,"George has absolutely exploded in the first few weeks of the season. I need to see more to go higher, but he is one of the biggest risers of the season so far."
,84,Immanuel Quickley,PG/SG,TOR,1999-06-17,27.11506849,84,-7,"On the year, Quickley has been playing well but can sometimes be a FG% killer. He seems to be locked into TOR moving forward."
,85,Myles Turner,C,MIL,1996-03-24,30.34582678,85,-15,Turner has been disappointing early on despite plenty of opportunity. MIL is running out of options.
,86,Cedric Coward,SG/SF,MEM,2003-09-11,22.87945205,86,-3,"As expected, Coward has been up and down, but the highs have been very exciting. I remain high on him moving forward."
,87,Joel Embiid,C,PHI,1994-03-16,32.36986301,87,0,"Embiid is clearly not the guy he was in his last healthy season as the MVP, but he can still drop big numbers. "
,88,Jaden McDaniels,SF/PF,MIN,2000-09-29,25.82943334,88,2,McDaniels continues to flash fantasy upside as he gets better. He's made some big steps this year even if some of it isn't as sticky.
,89,Jalen Suggs,PG/SG,ORL,2001-06-03,25.15342466,89,-5,Suggs needs to stay healthy to keep Orlando within reach of a title in 2025-2026. The shooting is coming back around but he's not scoring as much.
,90,Coby White,PG/SG,CHI,2000-02-16,26.44691968,90,-12,I still remain hopeful for Coby if he can be traded to a decent team soon. He's had ups and downs this year and it makes you wonder about his long-term value.
,91,Donovan Clingan,C,POR,2004-02-23,22.427794,91,1,"Clingan is immensely talented as a defender, but he needs work on the offensive side of the ball. Still a very valuable center asset."
,92,Tari Eason,SF/PF,HOU,2001-05-10,25.21917808,92,-3,"Availability has remained a slight concern, but the fact is that Eason is a fantasy machine and gets it done in a 25 MPG role."
,93,Julius Randle,PF,MIN,1994-11-29,31.6630137,93,5,Randle has rebounded to his old self in Minny. Some of his stuff (especially the assists) is a little fake but the scoring is back.
,94,Mark Williams,C,PHO,2001-12-16,24.61643836,94,0,Mark Williams was traded to the Suns during the draft. Still have some concerns about his health and durability but heavy opportunities will remain.
,95,Michael Porter Jr.,SF/PF,BKN,1998-06-29,28.08219178,95,15,"If Cam Thomas were to leave Brooklyn, MPJ is their best scorer by a long shot. He's not a very strong 9Cat player and never will be."
,96,Jared McCain,PG/SG,PHI,2004-02-20,22.43599072,96,-14,"McCain's injuries to date probably have him a bit lower on a lot of other dynasty ranks, but I am still very high on him. He had an incredible start to his career."
,97,Jakob Poeltl,C,TOR,1995-10-15,30.78630137,97,2,Poeltl had himself a career year and he finally got paid. This is full commitment in him for this Toronto iteration. Don't expect a trade anytime soon.
,98,Jalen Green,PG/SG,PHO,2002-02-09,24.46575342,98,9,The most hot and cold player of dynasty basketball these last few years. What do I even say about him at this point? Curious to see how he fares in Phoenix.
,99,Shaedon Sharpe,SG/SF,POR,2003-05-30,23.16438356,99,-3,"I've been a bit underwhelmed again by Sharpe, who just doesn't possess much of a fantasy game and hasn't played all that well relative to his top-5 usage in the NBA."
,100,Jordan Poole,PG/SG,NOP,1999-06-19,27.10958904,100,-3,Poole's value and fantasy output continues to drop in New Orleans. He's not likely to ever return to being a top 80 or higher guy.
,101,Nic Claxton,C,BKN,1999-04-17,27.28219178,101,14,"Claxton is sure to improve moving forward, but the threat of moving on from him this season is still very real."
,102,Kawhi Leonard,SG/SF,LAC,1991-06-29,35.08219178,102,2,"When he plays, he's an elite fantasy player. Will Kawhi ever play a normal regular season again? What will happen with his Aspiration scandal?"
,103,Zach LaVine,SG/SF,SAC,1995-03-10,31.38630137,103,-22,"I think we know by now that LaVine is not super conducive to winning as a leading scorer, but the stats are stats all the same in a fantasy setting."
,104,Naz Reid,PF/C,MIN,1999-08-25,26.9260274,104,-4,Naz Reid has struggled this season. I do expect him to bounce back but it wouldn't be surprising to see him traded at the deadline.
,105,Tre Johnson,SG/SF,WAS,2006-03-07,20.39452055,105,-2,"Like Bailey, Tre Johnson has a game more for points leagues. He's arguably the best shooter in this class and might have more to his game than we expect. "
,106,Kristaps Porzingis,PF/C,ATL,1995-08-02,30.9890411,106,-13,Kristaps Porzingis continues to suffer from POTS and will be out for a few weeks at minimum. It does make you wonder if retirement is on the table soon.
,107,Ryan Rollins,PG/SG,MIL,2002-07-03,24.07123288,107,1,Rollins has unfortunately taken more of a hit with KPJ than I expected. Not panicking yet but I think we see MIL reach more of an equilibrium soon.
,108,Egor Demin,PG/SG/SF,BKN,2006-03-03,20.40547945,108,-7,Demin has a lot of fantasy upside when considering his archetype. He's been shooting 3s very well to start the season.
,109,Keegan Murray,SF/PF,SAC,2000-08-19,25.9414552,109,0,"I've been low on Keegan Murray for years. I just don't know that I buy him being much more than this. Clean stat profile, but nothing too exciting."
,110,Jabari Smith Jr.,PF,HOU,2003-05-13,23.2109589,110,9,"Smith's fantasy appeal and upside is so clear, but he's really struggled with inconsistency at times. He will start next to KD this year."
,111,Payton Pritchard,PG/SG,BOS,1998-01-28,28.49863014,111,7,Pritchard struggled early in the year but is putting up some big shotmaking performances on a wide open Boston team.
,112,PJ Washington,PF/C,DAL,1998-08-23,27.93150685,112,19,"PJ Washington has been playing well in Dallas, but there's a real logjam right now with him, AD, Gafford and Lively still here."
,113,Dereck Lively II,C,DAL,2004-02-12,22.45784864,113,-22,Lively is set to miss the rest of the 2025-2026 season with yet another foot injury. I am out on him ever being a top 75 dynasty asset in his career again.
,114,Miles Bridges,SF/PF,CHA,1998-03-21,28.35616438,114,-8,Bridges' time in Charlotte should be coming to an end as his play has drifted off. His value is likely not all that high elsewhere.
,115,Devin Vassell,SG/SF,SAS,2000-08-23,25.93052624,115,-3,"Vassell has really struggled recently compared to these last few years. Still has plenty of potential to tap into, but he may be expendable soon."
,116,Andrew Nembhard,PG/SG,IND,2000-01-16,26.53161913,116,4,Nembhard has been a solid find by Indiana and had a fantastic playoff stint. He'll be put under a microscope this year starting without Haliburton.
,117,LeBron James,SG/SF/PF,LAL,1984-12-30,41.57806722,117,-12,"LeBron's still going, somehow. Father Time has started catching up with him and his back, but it's all likely downhill from here if he keeps playing another few years."
,118,Christian Braun,SG/SF,DEN,2001-04-17,25.28219178,118,-2,Braun has looked sharp again when he has played this year. He's missed some time already and should hopefully return early in 2026.
,119,Toumani Camara,SF/PF,POR,2000-05-08,26.22287596,119,-6,Camara has become one of my personal favorite role players in the NBA. Pretty solid fantasy game. I can see a very long and successful NBA career coming his way.
,120,Collin Murray-Boyles,PF/C,TOR,2005-06-10,21.13424658,120,-6,CMB is a fantastic defensive prospect and has the makings of a possible star player if he can overcome the lack of shooting. Great fantasy game even without that.
,121,Josh Hart,SG/SF,NYK,1995-03-06,31.39726027,121,12,"Despite some awful performances in the playoffs, Hart has been strong as a do-everything, super-role player for the Knicks."
,122,Ron Holland,SF/PF,DET,2005-07-07,21.06027397,122,-5,Holland is playing a key bench role for Detroit. Still has a lot ways to go but is flashing lots of nice potential at 20.
,123,Jimmy Butler,SF/PF,GSW,1989-09-14,36.87123288,123,1,"At 36, Jimmy is still chugging, but I don't expect a lot of availability this year in the regular season. Same as it ever was."
,124,Ryan Kalkbrenner,C,CHA,2002-01-17,24.52876712,124,2,He was the best rim protector of his class and it's translated over well. Kalk's been posting absurd FG% numbers. He's locked in as CHA's starter.
,125,De'Andre Ayton,C,LAL,1998-07-23,28.01643836,125,-4,"Unsurprisingly, Ayton has looked better than expected because of Luka and Reaves. Numbers are typical but I don't see a lot of long-term upside still."
,126,Santi Aldama,PF/C,MEM,2001-01-10,25.54794521,126,8,Aldama has taken some big steps this past year and I'm pretty high on his future for fantasy purposes. He got a good payday this summer.
,127,Khaman Malauch,C,PHO,2006-09-14,19.87123288,127,-4,"Perhaps the biggest risk-reward of this class, Malauch is a high-end big prospect. He needs a lot of work and managers should be very, very patient."
,128,Ajay Mitchell,PG/SG,OKC,2002-06-25,24.09315068,128,-1,"Mitchell has been fantastic to start the season. Yes, it has come with Jalen Williams out and others missing time here and there, but I think this is largely sustainable."
,129,Anthony Black ,PG/SG/SF,ORL,2004-01-20,22.52069017,129,48,Black has been on fire recently with some big games and a steady role. Very important to ORL's rotation going forward.
,130,Jonathan Kuminga,SF/PF,GSW,2002-10-06,23.8109589,130,-1,Kuminga returns to GSW on a two-year deal with a player option. He's likely traded at the deadline. Fantasy game and role is still undefined.
,131,Cason Wallace,PG/SG,OKC,2003-11-07,22.72328767,131,5,"It feels like Cason Wallace's upside is zapped in the short term with Alex Caruso, Nikola Topic and Ajay Mitchell coming in, but I still like him enough long-term."
,132,Dejounte Murray,PG/SG,NOP,1996-09-19,29.85675575,132,11,"Murray suffered a brutal Achilles tear. At age 29, it's fair to wonder if he'll ever be the same player again, but we'll see what happens when he returns in early 2026."
,133,RJ Barrett,SG/SF,TOR,2000-06-14,26.12178307,133,13,"Barrett continues to score well in Toronto and is still younger than you'd think, but he's not much of a fantasy player unless you're in points leagues."
,134,Aaron Gordon,SF/PF,DEN,1995-09-16,30.86575342,134,-6,"Gordon started off the year on fire, but has since missed some time. We expect to see him early in 2026 again."
,135,Brandin Podziemski,PG/SG/SF,GSW,2003-02-25,23.42191781,135,-24,Podz has really struggled this year and it feels like the sentiment is that GSW wants him gone at the deadline. I still think there is legit upside here.
,136,Malik Monk,PG/SG/SF,SAC,1998-02-04,28.47945205,136,-6,"Look, I was too high on Monk and dropped him in my ranks, but to go from last year to DNPs in Sacramento is completely unacceptable. What are they doing?"
,137,Bilal Coulibaly,SG/SF,WAS,2004-07-26,22.00702897,137,-12,I think Bilal is done as far as any higher level outcomes. He's continued to regress offensively and will likely be a defense-first role player for his career.
,138,Nikola Topic,PG/SG,OKC,2005-08-10,20.96712329,138,2,"This October, Sam Presti said Topic is undergoing treatment for testicular cancer. He will be out for the foreseeable future. Our thoughts are with Topic during his recovery."
,139,Daniel Gafford,PF/C,DAL,1998-10-01,27.82465753,139,15,Gafford has struggled this year even when healthy and the logjam at center continues to be an issue for Dallas.
,140,Nickeil Alexander-Walker,SG/SF,ATL,1998-09-02,27.90410959,140,20,NAW has blossomed in Atlanta and looks like a pivotal piece moving forward. He's on a strong rise if this keeps up.
,141,Cameron Johnson,SF/PF,DEN,1996-03-03,30.40320383,141,-6,Cam Johnson has taken a step back this year in general and he's trending down on the whole. Still valuable enough for contenders.
,142,Anfernee Simons,PG/SG,BOS,1999-06-08,27.13972603,142,-3,Simons is mostly just a score-first guard in Boston and I don't expect him to play a strong role on another decent team again.
,143,Paul George,SG/SF/PF,PHI,1990-05-02,36.24109589,143,5,"Paul George's dynasty value is getting considerably low, but his output has been pretty good this year."
,144,Bennedict Mathurin,SG/SF,IND,2002-06-19,24.10958904,144,1,"Mathurin and Walker deserve way more run than they get with Indiana, and they will get just that this year with the former likely starting at SG next to Nembhard."
,145,Quentin Grimes,SG/SF,PHI,2000-05-08,26.22287596,145,16,Grimes was the big silver lining for Philly after the deadline. He was cooking as a scorer. He signs a qualifying offer with something to prove this year.
,146,Isaiah Collier,PG/SG,UTA,2004-10-08,21.80484318,146,6,"The shooting is still far from ever being close to average, but the playmaking, pace and feel are pretty good for a young guard. How will he, George and Clayton mesh?"
,147,Cam Thomas,SG,BKN,2001-10-13,24.79178082,147,-10,"Thomas is what he is at this point. He's a bucket and can give you plenty of points, but not much else. Very murky future after receiving a qualifying offer from BKN."
,148,John Collins,PF/C,LAC,1997-09-23,28.84657534,148,-10,"Collins has not been as good in LAC, but he might get a hot few weeks coming up with Ivica Zubac out."
,149,Rudy Gobert,C,MIN,1992-06-26,34.08899618,149,-5,Rudy Gobert hasn't wowed early on and it does make you wonder if the decline is in full motion this season.
,150,Jaime Jaquez Jr.,SG/SF,MIA,2001-02-18,25.44109589,150,12,"Is Jaime Jaquez coming back into the rookie year version of himself? He's been very, very good starting out this season."
,151,Thomas Sorber,C,OKC,2005-12-25,20.59178082,151,-4,Sorber has a great fantasy profile and has what it takes to be a good starter in OKC. He will miss 2025-2026 with a torn ACL. Good buy-low opportunity for rebuilders.
,152,Kyle Filipowski,PF/C,UTA,2003-11-07,22.72328767,152,-1,"Filipowski's minutes have been hit or miss, but he's showing he can produce when he gets a large amount. Definite hold/buy still."
,153,Norman Powell,SG/SF,MIA,1993-05-25,33.17808219,153,17,"As per usual, Powell is primarily a scorer and doesn't contribute a lot else, but he's been delivering standout per game value this year."
,154,Jaden Ivey,PG/SG,DET,2002-02-13,24.45479452,154,-12,"Since returning from injury, I've largely been unimpressed by Jaden Ivey. A trade elsewhere is probably best for both parties at the deadline."
,155,Fred VanVleet,PG/SG,HOU,1994-02-25,32.42191781,155,-14,VanVleet suffered a horribly timed ACL tear. It's fair to question how he recovers from this injury at age 32 as a smaller guard. Him being out is definitely felt so far in HOU.
,156,Zaccharie Risacher,SF/PF,ATL,2005-04-08,21.30684932,156,-34,Risacher's value is crashing hard right now and it remains to be seen if/how he can get it back.
,157,Herbert Jones,SF/PF,NOP,1998-10-06,27.8109589,157,-2,Herb is shouldering a ton this year with how poor New Orleans' defense is. Numbers haven't been amazing but should tick up soon.
,158,Donte DiVincenzo,PG/SG,MIN,1997-01-31,29.49041096,158,-8,Donte continues to be a staple in Minnesota with their lack of a true point guard. He's a key shotmaker.
,159,Ty Jerome,PG/SG,MEM,1997-07-08,29.05753425,159,-1,Jerome has yet to make his Memphis debut. We hope he can come back and secure a large role immediately.
,160,Aaron Nesmith,SF/PF,IND,1999-10-16,26.78356164,160,-1,Nesmith missed some time this past year and has come back hard with some big games in the playoffs. Very underrated player. 
