player_id	name	POS	AGE	NBA	FPts/Gp	GPp	BASE	Δw	Δw '26–'27 ours	sheet_pts	Win$	Sheet$	Board$	Market$	Max$	flag
1725	Jevon Carter	PG/SG	31.0	ORL	9.7	66	0	0.05	-0.15	674.25	15	21	0	13		rot1
98	Mike Conley	PG/SG	39.0	BOS	9.3	46	25	0.04	-0.13	683.25	10	22	0	12		GPp<map
2454	Kobe Brown	SF/PF	26.7	IND	9.0	21	0	0.03	-0.18	760.25	5	27	0	12		rot0 · GPp<map
2707	RayJ Dennis	PG/SG	25.5	ATL	9.0	9	124	0.02	-0.18	152.5	0	0	32	12		frag · rot0 · noproj · GPp<map
2881	Izaiyah Nelson	SF/PF	23.0	ORL	0.0	20	128	0.00	-0.19		0	0	33	12		noproj · '26 class
2911	Trevon Brazile	SF/PF	23.7	DEN	0.0	44	129	0.00	-0.19		0	0	33	12		noproj · '26 class
1413	Georges Niang	SF/PF	33.3	GSW	12.1	68	11	0.08	-0.07		31	0	0	11		miss
2083	Anthony Gill	SF/PF	33.9	WAS	8.1	52	0	0.03	-0.15	728.75	5	25	0	11		rot0
1565	Lonzo Ball	PG/SG/SF	28.9	FA	9.4	46	67	0.03	-0.16	613.5	0	17	13	11		miss · fa · GPp<map
2328	David Roddy	SF/PF	25.5	DEN	14.7	35	0	0.07	-0.10	85.25	26	0	0	10		frag · rot1
36	Nicolas Batum	SG/SF	37.8	FA	10.3	57	0	0.05	-0.15	768.5	0	27	0	10		fa · GPp<map
2296	Jamaree Bouyea	PG/SG	27.2	PHX	9.7	21	36	0.04	-0.18	552.25	10	13	4	10		rot0 · GPp<map
1155	Dwight Powell	PF/C	35.2	FA	9.2	54	0	0.04	-0.15	765.75	0	27	0	10		rot2 · fa · GPp<map
2279	Ron Harper	SG/SF	26.5	BOS	8.4	44	105	0.02	-0.13	258	0	0	26	10		miss · rot0
2449	Jett Howard	PG/SG	23.0	DAL	9.8	47	36	0.04	-0.15	510.25	10	11	4	9		rot0 · GPp<map
2472	Jalen Pickett	PG/SG	26.9	LAC	9.5	23	0	0.04	-0.18	574.5	10	15	0	9		rot0 · GPp<map
2305	Ochai Agbaji	PG/SG	26.4	NYK	7.6	53	25	0.03	-0.14	617.5	5	18	0	9		rot1
1835	Haywood Highsmith	SF/PF	29.8	PHX	6.0	42	99	0.02	-0.18	83.25	0	0	24	9		frag · rot1
2426	Dariq Whitehead	SG/SF	22.1	FA	22.4	38	87	0.24	-0.09	134.25	0	0	20	8		frag · rot1 · fa · noproj
2363	Tyson Etienne	PG/SG	27.0	BKN	13.5	40	0	0.06	-0.15	303	21	0	0	8		frag · rot0 · GPp<map
2827	LJ Cryer	PG/SG	25.0	GSW	14.1	20	0	0.06	-0.15	207.25	21	0	0	8		frag · rot0 · GPp<map · '25 rookie
2802	Myron Gardner	SF/PF	25.3	MIA	8.9	38	54	0.03	-0.16	451.5	5	7	9	8		rot0 · GPp<map · '25 rookie
285	Kevin Love	PF/C	38.0	FA	9.4	47	0	0.03	-0.16	653.25	0	20	0	8		fa
2858	Ugonna Onyenso	C	22.0	DET	0.0	16	87	0.00	-0.19		0	0	20	8		noproj · '26 class
2518	Pete Nance	SF/PF	26.6	MIL	8.3	48	0	0.03	-0.17	533.25	5	12	0	7		rot0
2154	Sharife Cooper	PG/SG	25.3	FA	5.0	47	0	0.01	-0.18	607.25	0	17	0	7		miss · rot0 · fa · GPp<map
2869	Braden Smith	PG/SG	23.2	IND	0.0	21	82	0.00	-0.19		0	0	18	7		noproj · '26 class
2141	Charles Bassey	PF/C	25.9	GSW	10.4	50	38	0.04	-0.11	194.5	10	0	4	6		frag · rot1
2606	Jonathan Mogbo	SF/PF	24.9	SAC	10.2	22	37	0.04	-0.18	215.75	10	0	4	6		rot1 · GPp<map
2605	Branden Carlson	C	27.3	POR	8.3	31	0	0.03	-0.14	501.75	5	10	0	6		rot0 · GPp<map
2404	Jamal Cain	SF/PF	27.5	ORL	9.4	44	46	0.03	-0.16	383.75	5	3	7	6		rot0 · GPp<map
1562	Jonathan Isaac	SF/PF	29.0	ORL	7.7	44	52	0.02	-0.16	429.5	0	6	9	6		GPp<map
2427	Jalen Wilson	SF/PF	25.9	ATL	7.7	22	22	0.02	-0.17	568.5	0	14	0	6		rot1 · GPp<map
2711	Jamison Battle	SF/PF	25.4	TOR	8.8	62	0	0.04	-0.13	349.75	10	1	0	5		rot0
1266	Larry Nance	PF/C	33.7	IND	11.1	42	10	0.04	-0.15	351.5	10	1	0	5		GPp<map
2304	Dalen Terry	SF/PF	24.2	GSW	8.9	48	0	0.03	-0.13	469.75	5	8	0	5		rot0
1784	Drew Eubanks	PF/C	29.6	NYK	9.5	46	0	0.03	-0.14	466.25	5	8	0	5		rot2
2390	Keaton Wallace	PG/SG	27.6	ATL	8.2	49	0	0.03	-0.14	436.25	5	6	0	5		rot0
1696	Aaron Holiday	PG/SG	30.0	FA	8.0	51	21	0.03	-0.17	530.5	0	12	0	5		rot0 · fa
2767	Kam Jones	PG/SG	24.6	MIL	9.3	16	28	0.03	-0.18	419	5	5	1	5		rot0 · GPp<map · '25 rookie
2494	Oscar Tshiebwe	PF/C	26.8	HOU	3.9	20	0	0.01	-0.19	544.75	0	13	0	5		rot2 · GPp<map
2782	Koby Brea	PG/SG	23.9	PHX	5.5	22	59	0.01	-0.19	71.5	0	0	11	5		frag · rot0 · noproj · GPp<map · '25 rookie
2049	Zeke Nnaji	PF/C	25.7	DEN	7.6	48	0	0.02	-0.13	462.5	0	8	0	4		rot0 · GPp<map
1423	Ben Simmons	SG/SF	30.2	SAC	5.4	53	54	0.02	-0.18		0	0	9	4		miss · GPp<map
1818	Gabe Vincent	PG/SG	30.3	FA	4.8	49	0	0.02	-0.18	471.5	0	8	0	4		rot2 · fa · GPp<map
2601	Ariel Hukporti	C	24.5	PHI	7.7	44	42	0.02	-0.14	414	0	5	5	4		rot0 · noproj · GPp<map
2438	Andre Jackson	PG/SG	24.9	TOR	6.1	25	50	0.02	-0.18	292.25	0	0	8	4		rot0 · noproj · GPp<map
2766	Chaz Lanier	PG/SG	24.8	DET	4.2	30	56	0.01	-0.18	146.25	0	0	10	4		rot0 · noproj · GPp<map · '25 rookie · htP dup row
2762	Alijah Martin	PG/SG	24.7	TOR	5.0	34	50	0.01	-0.17	114.25	0	0	8	4		frag · rot0 · noproj · GPp<map · '25 rookie
1015	Kelly Olynyk	PF/C	35.4	FA	14.1	44	41	0.07	-0.14	324.5	0	0	5	3		fa · GPp<map
2223	Ethan Thompson	PG/SG	27.4	FA	11.0	43	0	0.04	-0.16	435.5	0	6	0	3		rot0 · fa · GPp<map · '25 rookie
2335	Malaki Branham	SF/PF	23.4	ORL	10.0	40	6	0.03	-0.16	235.75	5	0	0	3		rot1
1314	Trey Lyles	SF/PF	30.9	MIN	8.3	62	0	0.03	-0.16		5	0	0	3		miss
2840	Julian Reese	SF/PF	23.2	FA	8.6	43	23	0.03	-0.17	416	0	5	0	3		frag · rot1 · fa · GPp<map · '25 rookie
2515	Duop Reath	C	30.2	PHX	10.1	40	13	0.03	-0.17	185.75	5	0	0	3		rot1 · GPp<map
1311	Pat Connaughton	PG/SG	33.7	CHA	8.9	44	0	0.03	-0.18	238.5	5	0	0	3		rot2
262	DeAndre Jordan	C	38.2	NOP	10.7	16	0	0.03	-0.18	191.75	5	0	0	3		frag · rot1 · GPp<map
2716	Elijah Harkless	PG/SG	26.6	DET	3.5	16	17	0.01	-0.19	412	0	5	0	3		rot1 · GPp<map
2820	Chris Youngblood	PG/SG	24.6	POR	4.1	40	44	0.01	-0.16	138.75	0	0	6	3		rot0 · noproj · '25 rookie
1566	Tony Bradley	PF/C	28.7	FA	9.1	44	0	0.03	-0.16	373.25	0	2	0	2		miss · rot0 · fa · noproj · GPp<map
1131	Gary Harris	PG/SG	32.0	DET	7.4	44	0	0.02	-0.16	365	0	2	0	2		rot2 · GPp<map
2593	AJ Johnson	PG/SG	21.8	NOP	5.8	46	30	0.02	-0.17	279.5	0	0	2	2		rot0 · noproj
2339	Wendell Moore	PG/SG	25.0	DET	7.1	30	32	0.01	-0.17		0	0	2	2		frag · rot0 · GPp<map
2164	Brandon Boston	SG	–	FA	7.8	29	35	0.01	-0.18		0	0	3	2		nopool · fa · unlisted
2846	Bez Mbeng	PG/SG	23.4	MIA	1.9	42	0	0.01	-0.18	376.25	0	2	0	2		frag · rot1 · GPp<map · '25 rookie
2292	Alondes Williams	PG/SG	27.3	WAS	26.1	16	0	0.37	-0.12	104.25	0	0	0	1		frag · miss · rot1 · noproj · GPp<map
2845	Andersson Garcia	PG	26.1	FA	24.8	38	0	0.32	-0.09	124	0	0	0	1		frag · rot1 · fa · noproj · GPp<map
2812	Lawson Lovering	C	23.4	FA	24.8	37	0	0.31	-0.08	49.5	0	0	0	1		frag · rot1 · fa · noproj · GPp<map
2393	Lucas Williamson	SG	27.7	FA	24.1	39	0	0.30	-0.09	169	0	0	0	1		frag · rot1 · fa · noproj
2836	Kadary Richmond	SG	25.1	FA	24.0	37	0	0.29	-0.10	72	0	0	0	1		frag · rot1 · fa · noproj · GPp<map
362	Chris Paul	PG	41.4	FA	21.9	36	0	0.22	-0.12	173	0	0	0	1		frag · fa · GPp<map
2125	Trevon Scott	SF/PF	29.8	FA	21.5	37	0	0.21	-0.11	129	0	0	0	1		frag · rot1 · fa · noproj · GPp<map
2847	Adama Bal	PG	22.8	FA	20.9	38	0	0.19	-0.12	167	0	0	0	1		frag · rot1 · fa · noproj
2720	Josh Oduro	C	25.9	NOP	21.0	36	0	0.19	-0.09	63	0	0	0	1		frag · rot1 · noproj · '25 rookie
1892	Brandon Clarke	PF/C	30.0	FA	21.1	32	0	0.17	-0.12		0	0	0	1		frag · fa
2484	Ricky Council	SF	25.1	FA	15.3	58	0	0.12	-0.12		0	0	0	1		miss · rot0 · fa · GPp<map · unlisted
1411	Malcolm Brogdon	PG/SG	33.8	FA	16.3	44	0	0.11	-0.14		0	0	0	1		frag · miss · fa · GPp<map · unlisted
2848	Toby Okani	PG	25.0	FA	17.7	36	0	0.11	-0.14	106.25	0	0	0	1		frag · rot1 · fa · noproj
2181	Jared Butler	PG/SG	26.1	FA	14.6	55	29	0.10	-0.14		0	0	1	1		miss · rot1 · fa · GPp<map · unlisted
1258	Richaun Holmes	C	32.9	FA	15.1	45	20	0.09	-0.14		0	0	0	1		miss · rot2 · fa · GPp<map · unlisted
1048	Mason Plumlee	PF/C	36.6	FA	15.9	36	0	0.08	-0.14	148.25	0	0	0	1		frag · fa · GPp<map
2165	Keon Johnson	SG	24.5	FA	10.8	63	9	0.06	-0.15		0	0	0	1		miss · rot1 · fa · GPp<map · unlisted
2409	Nate Williams	PG/SG	27.6	GSW	12.9	36	0	0.05	-0.12	180.5	0	0	0	1		frag · rot1 · noproj · GPp<map
1019	Mike Muscala	PF/C	35.2	FA	10.4	48	0	0.04	-0.15		0	0	0	1		miss · rot0 · fa · GPp<map · unlisted
1871	Bol Bol	PF/C	26.9	FA	10.6	44	24	0.04	-0.16		0	0	0	1		miss · rot1 · fa · GPp<map · unlisted
2291	Johnny Juzang	SG/SF	25.5	FA	12.5	35	0	0.04	-0.16	73	0	0	0	1		frag · rot1 · fa
2283	Orlando Robinson	C	26.2	FA	13.0	29	0	0.04	-0.16		0	0	0	1		frag · rot1 · fa · GPp<map
1720	Shake Milton	PG/SG	30.0	FA	9.7	52	0	0.04	-0.16		0	0	0	1		miss · rot2 · fa · unlisted
2636	PJ Hall	C	24.6	CHA	11.5	16	0	0.04	-0.18	219.25	0	0	0	1		frag · rot0 · noproj · GPp<map
2349	MarJon Beauchamp	SF/PF	26.0	PHI	11.7	36	0	0.04	-0.14	176	0	0	0	1		frag · rot0 · noproj · GPp<map
2843	Payton Sandfort	SF/PF	24.2	FA	12.3	33	0	0.04	-0.16	49.25	0	0	0	1		frag · rot0 · fa · noproj · '25 rookie
2813	Keshon Gilbert	PG/SG	23.2	ATL	12.1	32	0	0.04	-0.14	48.5	0	0	0	1		frag · rot0 · noproj · GPp<map · '25 rookie
1654	Maxi Kleber	SF/PF	34.7	FA	9.4	44	12	0.03	-0.16	296.5	0	0	0	1		rot1 · fa · GPp<map
1919	Garrison Mathews	SG	29.9	FA	10.9	35	0	0.03	-0.17	135	0	0	0	1		frag · rot1 · fa · GPp<map
2207	Mac McClung	PG/SG	27.7	FA	10.2	34	0	0.03	-0.17	116.25	0	0	0	1		frag · miss · rot1 · fa · GPp<map
1611	Chris Boucher	PF/C	33.7	FA	10.6	32	0	0.03	-0.17	68	0	0	0	1		frag · fa · GPp<map
286	Kyle Lowry	PG/SG	40.5	FA	11.3	32	0	0.03	-0.17		0	0	0	1		frag · fa · GPp<map
1580	Monté Morris	PG	31.2	FA	11.3	31	0	0.03	-0.17		0	0	0	1		frag · rot2 · fa
2459	Colby Jones	SG	24.3	FA	8.5	45	0	0.03	-0.17		0	0	0	1		miss · rot0 · fa
2763	Lachlan Olbrich	C	22.7	CHI	9.2	43	0	0.03	-0.16	339.5	0	0	0	1		rot0 · noproj · GPp<map · '25 rookie
2333	Blake Wesley	PG/SG	23.5	FA	9.7	41	0	0.03	-0.17	301.5	0	0	0	1		rot0 · fa · noproj · GPp<map
2706	Yuki Kawamura	PG/SG	25.4	LAC	10.1	37	0	0.03	-0.17	181.25	0	0	0	1		frag · rot0 · noproj
2710	Tolu Smith	SF/PF	26.2	DET	9.6	36	0	0.03	-0.16	153	0	0	0	1		frag · rot0 · noproj
2614	Tyler Smith	SF/PF	21.9	FA	9.8	34	0	0.03	-0.17	117	0	0	0	1		frag · rot0 · fa · noproj · GPp<map
2679	Trey Alexander	PG/SG	23.4	UTA	10.2	16	0	0.03	-0.18	91.5	0	0	0	1		frag · rot0 · noproj · GPp<map
2319	Patrick Baldwin	SF/PF	23.9	SAC	9.9	33	0	0.03	-0.18	89.5	0	0	0	1		frag · rot0 · noproj · GPp<map
2768	Taelon Peter	PG/SG	24.6	SAS	8.2	44	4	0.02	-0.13	354.5	0	1	0	1		rot0 · '25 rookie
2332	E.J. Liddell	PF/C	25.8	FA	8.7	40	0	0.02	-0.16	286.25	0	0	0	1		rot0 · fa · GPp<map
2617	Keshad Johnson	SF/PF	25.3	MIA	7.8	41	0	0.02	-0.16	278	0	0	0	1		rot0 · GPp<map
2702	Malevy Leons	SF/PF	27.0	GSW	6.5	34	0	0.02	-0.16	238.5	0	0	0	1		frag · rot0 · GPp<map
2616	KJ Simpson	PG/SG	24.1	DEN	8.8	20	0	0.02	-0.16	213.25	0	0	0	1		frag · rot1 · GPp<map
2329	Kennedy Chandler	PG	24.0	FA	7.7	43	0	0.02	-0.17	325.25	0	0	0	1		frag · miss · rot1 · fa
1918	Amir Coffey	SG/SF	29.3	FA	7.6	45	0	0.02	-0.17	288	0	0	0	1		rot2 · fa · GPp<map
2460	Jalen Slawson	SF/PF	26.9	IND	5.3	47	0	0.02	-0.17	282	0	0	0	1		frag · miss · rot1
2303	Christian Koloko	C	26.3	NOP	8.0	40	0	0.02	-0.17	272.25	0	0	0	1		miss · rot0 · GPp<map
2178	Jeremiah Robinson-Earl	PF	25.9	FA	7.3	39	0	0.02	-0.17	266	0	0	0	1		frag · fa · GPp<map
