,#,Player,Position,Team,DOB,Age (1/15/26),Previous Rank, +/- Change,Notes/Outlook,
,52,Stephen Curry,PG/SG,GSW,1988-03-14,38.37314919,53,3,"Steph Curry is still Steph Curry even at age 38, but there have been a lot of times he's looked human in recent years with his injuries. Hold and enjoy the ride."
,53,Tyler Herro,PG/SG,MIA,2000-01-20,26.52069017,44,-4,"It's been a weird year for Tyler Herro with his slew of toe injuries and other issues. He remains a higher-end, yet worrisome asset."
,54,Anthony Davis,PF/C,WAS,1993-03-11,33.38356164,46,-6,"Davis was shockingly traded to Washington this February. He will remain out for the rest of the year, but he should be interesting to see play for this squad when healthy."
,55,Brandon Miller,SF/PF,CHA,2002-11-22,23.68219178,54,-2,"Brandon Miller has continued to have injuries and leaves some serious questions about him, LaMelo and Charlotte on the whole."
,56,Keyonte George,PG/SG,UTA,2003-11-08,22.72054795,82,21,George has played with a real sense of urgency to make that leap this year. He's here and establishing he belongs as a longer term starter.
,57,Ivica Zubac,C,IND,1997-03-18,29.36438356,55,3,Zubac was traded to Indiana in a shocking move involving their first round pick this year with protections. It's obvious they value him highly.
,58,Zach Edey,C,MEM,2002-05-14,24.20821918,52,-6,"Zach Edey is a potential fantasy monster when he's healthy and showed some amazing play for Memphis, but at his size, the injuries have been a concern."
,59,Stephon Castle,PG/SG/SF,SAS,2004-11-01,21.73926941,59,-1,Early returns have been nice on Castle and he's had a great second half of his season. He's got a very solid future ahead of him.
,60,Derrick White,PG/SG,BOS,1994-07-02,32.0739726,72,5,"Despite shooting under 40% on the year, White has been ridiculously impactful as always for Boston."
,61,Donovan Clingan,C,POR,2004-02-23,22.427794,91,13,"Clingan has made leaps and bounds developmentally this year. If the 3-point shot continues at this level, he's a fantasy monster and will move into my top 50."
,62,Onyeka Okongwu,PF/C,ATL,2000-12-11,25.62997979,66,5,Okongwu retakes his full role with the Kristaps Porzingis experiment not working well. The 3-point shot has really emerged this year. 
,63,Pascal Siakam,PF/C,IND,1994-04-02,32.32328767,58,-1,Siakam has been great for the Pacers as we expected. This year without Haliburton has been rough for the team but Siakam still plays at a high level.
,64,Derik Queen,PF/C,NOP,2004-12-27,21.58626394,61,-5,"Queen has flashed very, very high potential so far in his rookie season. The defense remains a concern, but I'm still bought in."
,65,Kel'el Ware,C,MIA,2004-04-20,22.27205629,62,-2,"Some remarks by Spoelstra on Ware's effort and motor have me concerned about this issue dating back to college, but he has a lot of really strong potential. "
,66,Ja Morant,PG/SG,MEM,1999-08-10,26.96712329,64,0,"Ja has really struggled badly this year and with drama brewing in Memphis, I want no part of him at cost even if he still mantains some value."
,67,Zion Williamson,PF/C,NOP,2000-07-06,26.06167378,63,-3,"Zion has stayed relatively healthy, but he's had a bit of a down statistical year in general."
,68,Keaton Wagler,PG/SG,Illinois,2007-02-03,19.48219178,NEW,7,"Wagler has been incredible this season. He has some concern areas and needs to put on more weight, but the higher-level outcomes are very exciting."
,69,Walker Kessler,C,UTA,2001-07-26,25.00821918,76,3,"Kessler suffered a brutal season-ending injury just a few games in. Really tough situation for Utah, but it's clear they want him and JJJ for the present and future."
,70,Dyson Daniels,PG/SG,ATL,2003-03-17,23.36712329,60,-9,"Daniels was a stocks god this past season and that's trailed off this year. Not been as good but he's still a good, impactful piece for ATL."
,71,Jalen Suggs,PG/SG,ORL,2001-06-03,25.15342466,89,18,Suggs needs to stay healthy for Orlando to be at his best. Very impactful player on the whole.
,72,OG Anunoby,SG/SF/PF,NYK,1997-07-17,29.03287671,68,-4,We know what to expect with OG Anunoby at this point. He's clearly made his mark on the Knicks and is such a winning connective piece.
,73,Matas Buzelis,SF/PF,CHI,2004-10-03,21.81850438,67,-4,The Bulls' future is Buzelis' oyster now. Some brilliant flashes and more to come. There's a lot here to be excited about.
,74,Reed Sheppard,PG/SG,HOU,2004-06-24,22.09446066,74,4,"We've seen some good stuff out of Sheppard that remind us why he went so high in drafts, but the concerns are still there."
,75,Isaiah Hartenstein,C,OKC,1998-05-05,28.23287671,70,-5,Hartenstein has recently been banged up with a hamstring sprain that's had him in and out. Very important player that OKC may get priced out of.
,76,Kyrie Irving,PG/SG,DAL,1992-03-23,34.34855902,71,1,Kyrie was playing great until a devastating ACL tear. He was already approaching the end of his prime and this does leave some strong questions about the future.
,77,Mikel Brown Jr.,PG/SG,Louisville,2006-04-03,20.32054795,69,-1,Mikel Brown has the makings of another star fantasy guard. He's not without his concerns but the upside is very strong.
,78,Kawhi Leonard,SG/SF,LAC,1991-06-29,35.08219178,102,20,"When he plays, he's an elite fantasy player. Will Kawhi ever play a normal regular season again? What will happen with his Aspiration scandal?"
,79,Jarrett Allen,C,CLE,1998-04-21,28.27123288,81,12,Jarrett Allen has been excellent since James Harden joined the Cavs about a month ago. Is he expendable moving forwrd?
,80,Kyshawn George,SG/SF,WAS,2003-12-12,22.62739726,83,7,"George has absolutely early into the season, but he's slowed down in 2026 a bit. Expecting solid things from him."
,81,Cedric Coward,SG/SF,MEM,2003-09-11,22.87945205,86,4,"As expected, Coward has been up and down, but the highs have been very exciting. I remain high on him moving forward."
,82,Ace Bailey,SF/PF,UTA,2006-08-13,19.95890411,75,-2,A lot has changed for Utah from when Bailey was drafted to now. I expect him to take another jump next year after having a good stretch this year.
,83,Ausar Thompson,SG/SF,DET,2003-01-30,23.49315068,65,-12,Ausar has continued to struggle progressing on offense. He's still got loads of great upside and is a fantastic defender.
,84,Brandon Ingram,SF/PF,TOR,1997-09-02,28.90410959,78,-2,Ingram has had a good year for Toronto where he's stayed very healthy. Nothing new with his numbers but his production remains strong at cost.
,85,Mikal Bridges,SG/SF,NYK,1996-08-30,29.91140055,73,-6,"Mikal has had some bad play recently, but he is still a quality fantasy player who produces well for categories leagues."
,86,Joel Embiid,C,PHI,1994-03-16,32.36986301,87,-2,"Embiid is clearly not the guy he was in his last healthy season as the MVP, but he can still drop big numbers. "
,87,Jayden Quaintance,PF/C,Kentucky,2007-07-11,19.04931507,80,1,"Quaintance has the makings of an elite NBA defender, but I need to see more on the offensive end. He may have limited potential if that doesn't improve."
,88,Brayden Burries,PG/SG,Arizona,2005-09-18,20.86027397,NEW,43,"Burries has played himself firmly into lottery status and possesses a lot of the winning, two-way traits you want to see in a long-term NBA starter. "
,89,Scoot Henderson,PG/SG,POR,2004-02-03,22.48243881,77,-6,Scoot missed a lot of the season and started out very slow. He's had some hit-or-miss performances since returning. Lot of questions about him moving forward.
,90,Jaden McDaniels,SF/PF,MIN,2000-09-29,25.82943334,88,0,McDaniels continues to flash fantasy upside as he gets better in this career year he's having. Great two-way player and is building up a reputation as an iron man.
,91,Immanuel Quickley,PG/SG,TOR,1999-06-17,27.11506849,84,-5,"As always, Quickley is streaky and can run hot or cold depending on the night, but he's locked into TOR for the long haul and playing well."
,92,Michael Porter Jr.,SF/PF,BKN,1998-06-29,28.08219178,95,-3,MPJ has been playing at an All-Star level this year even if some of it is pretty Mickey Mouse. He's going to be very important to Brooklyn's tank.
,93,Darius Acuff Jr.,PG,Arkansas,2006-11-16,19.69863014,NEW,18,Acuff has been a straight-up star for Arkansas and there's no telling just how much further he can keep going. Concerns are obvious and there is a chance he's a bust.
,94,Jeremiah Fears,PG/SG,NOP,2006-10-14,19.7890411,79,-13,"Fears has been very solid for fantasy so far, which is really shocking considering we thought he would be bad for at least a year like normal rookie guards."
,95,Nic Claxton,C,BKN,1999-04-17,27.28219178,101,9,"There is still a lingering possibility of a Nic Claxton trade, but he's been a mainstay for Brooklyn. Would love to see the 2+ blocks coincide with the increase in assists."
,96,Collin Murray-Boyles,PF/C,TOR,2005-06-10,21.13424658,120,3,"CMB has been brilliant in his best moments this season in Toronto. It's easy to see how he fits into this offense. Future All-Defense guy, for sure."
,97,Tari Eason,SF/PF,HOU,2001-05-10,25.21917808,92,0,"Eason hasn't been quite as good this year, but there has been an uptick from 3. Availability remains an issue."
,98,Coby White,PG/SG,CHA,2000-02-16,26.44691968,90,-6,I love the fit of Coby White as the 6th man in Charlotte. He's been ramping back up due to injury but his best moments so far in Charlotte are exciting.
,99,Julius Randle,PF,MIN,1994-11-29,31.6630137,93,-6,"Randle has mostly rebounded to his old self in Minny. Sometimes you get Julius Randle, sometimes you get Dubious Handle."
,100,Ryan Rollins,PG/SG,MIL,2002-07-03,24.07123288,107,5,Rollins has had an awesome breakout year in Milwaukee. He's very clearly the best guard on the Bucks right now.
,101,Anthony Black ,PG/SG/SF,ORL,2004-01-20,22.52069017,129,9,"Black was on fire for a lot of this 3rd season that should get him some MIP votes. He's quieted down a little recently, but he's had a fantastic year on the whole."
,102,Shaedon Sharpe,SG/SF,POR,2003-05-30,23.16438356,99,-6,"I've been underwhelmed by Sharpe, who just doesn't possess much of a fantasy game besides scoring and hasn't played all that well relative to his high usage."
,103,Nickeil Alexander-Walker,SG/SF,ATL,1998-09-02,27.90410959,140,11,"NAW has blossomed in Atlanta and looks like a pivotal piece, especially with Trae Young gone. He's up to 20.3 PPG on the year."
,104,Dejounte Murray,PG/SG,NOP,1996-09-19,29.85675575,132,29,I've raised Murray a decent bit up here as he's coming back and looking OK following the Achilles tear. I'm skeptical still about his long-term outlook but deserves the bump.
,105,Mark Williams,C,PHO,2001-12-16,24.61643836,94,-11,More of the same for Mark Williams in Phoenix as he's taken a slight step back in the numbers on a winning team.
,106,Zach LaVine,SG/SF,SAC,1995-03-10,31.38630137,103,0,"I think we know by now that LaVine is not super conducive to winning as a leading scorer, but the stats are stats all the same in a fantasy setting."
,107,Jabari Smith Jr.,PF,HOU,2003-05-13,23.2109589,110,20,"Smith's fantasy appeal is clear, but he's struggled with inconsistency. He's had stretches where he's impressed and disappointed me this year."
,108,Jakob Poeltl,C,TOR,1995-10-15,30.78630137,97,-6,"Poeltl had himself a career year and he finally got paid. This year, he's regressed a bit and the back stuff is concerning."
,109,Payton Pritchard,PG/SG,BOS,1998-01-28,28.49863014,111,4,Pritchard struggled early in the year but is putting up some big shotmaking performances on a wide open Boston team.
,110,Jalen Green,PG/SG,PHO,2002-02-09,24.46575342,98,-7,"To be fair, Green has been hurt for a majority of the year and been slow coming back from the hamstring... but he's been straight up bad numbers wise."
,111,Myles Turner,C,MIL,1996-03-24,30.34582678,85,-10,Turner has been pretty disappointing this year for Milwaukee. Will be interesting what the plan is with him if Giannis is traded.
,112,Keegan Murray,SF/PF,SAC,2000-08-19,25.9414552,109,-3,"I've been low on Keegan Murray for years. I just don't know that I buy him being much more than this. Clean stat profile, but nothing too exciting."
,113,Tre Johnson,SG/SF,WAS,2006-03-07,20.39452055,105,-13,"Like Bailey, Tre Johnson has a game more for points leagues. He's a solid shooter and I'm curious how the role looks next year with everyone healthy."
,114,Naz Reid,PF/C,MIN,1999-08-25,26.9260274,104,-6,Naz Reid is looking like the current choice for 6th Man of the Year as of now. He remains important for Minnesota but there's a chance he gets traded at some point.
,115,Devin Vassell,SG/SF,SAS,2000-08-23,25.93052624,115,1,"Vassell has really struggled recently compared to these last few years. Still has plenty of potential to tap into, but he may be expendable soon."
,116,Peyton Watson,SF/PF,DEN,2002-09-11,23.87945205,204,7,Watson is a solid all-around player who could be a long-term staple for Denver. He's taken a huge leap over the last few months.
,117,Egor Demin,PG/SG/SF,BKN,2006-03-03,20.40547945,108,-10,"Demin has a lot of fantasy upside when considering his archetype. He's become a really excellent shooter so far, which is crazy to say after what we saw at BYU."
,118,Andrew Nembhard,PG/SG,IND,2000-01-16,26.53161913,116,-2,"Without Haliburton, Nembhard has had a solid year. He has good role malleability and it's encouraging to see the improvements from 3."
,119,Ajay Mitchell,PG/SG,OKC,2002-06-25,24.09315068,128,5,Mitchell remains high and has been very important for this OKC squad. He's a great buy at cost if you think he could take another leap here or elsewhere.
,120,Dailyn Swain,SF/PF,Texas,2005-07-15,21.03835616,NEW,NEW,"I have a lot of questions about Swain and how his game translates to the NBA in a new role, but the appeal as a do-everything wing/forward is all there."
,121,PJ Washington,PF/C,DAL,1998-08-23,27.93150685,112,0,PJ Washington has been playing well in Dallas. His fit is a bit at odds in Dallas with Cooper Flagg.
,122,Cason Wallace,PG/SG,OKC,2003-11-07,22.72328767,131,15,"It feels like Cason Wallace's fantasy upside is limited, but I still like him enough long-term with his elite defense, especially if he goes elsewhere."
,123,Kristaps Porzingis,PF/C,GSW,1995-08-02,30.9890411,106,-5,Kristaps Porzingis continues to suffer from POTS and has been in and out of lineups all year for Atlanta and Golden State.
,124,Josh Hart,SG/SF,NYK,1995-03-06,31.39726027,121,-5,Hart has shot well from 3 this year and continues to deliver on the do-everything role he's made his bread off of.
,125,Nate Ament,SF/PF,Tennessee,2006-12-10,19.63287671,NEW,18,"Ament struggled badly for part of his freshman season, but he's come into his own down the stretch. At cost, he's an interesting investment despite the concern areas."
,126,Jonathan Kuminga,SF/PF,ATL,2002-10-06,23.8109589,130,13,Kuminga has started to take another step forward being away from Golden State and Steve Kerr. He's playing well for Atlanta.
,127,Bilal Coulibaly,SG/SF,WAS,2004-07-26,22.00702897,137,15,"I think Bilal is done as far as any higher level outcomes, but he's had a good season and has some good role player outcomes here. Still very young."
,128,Jared McCain,PG/SG,OKC,2004-02-20,22.43599072,96,-13,"McCain loses some value on the whole after going to OKC, but he's been playing extremely well with the opportunities given to him so far."
,129,Dereck Lively II,C,DAL,2004-02-12,22.45784864,113,-1,Lively is set to miss the rest of the 2025-2026 season with yet another foot injury. I am out on him ever being a top 75 dynasty asset in his career again.
,130,Yaxel Lendeborg,PF,Michigan,2002-09-30,23.82739726,NEW,-5,"If you're looking for a ready-to-go rookie with a juicy fantasy profile and tons of skills that NBA teams look for in role players, Yaxel is your man."
,131,Khaman Malauch,C,PHO,2006-09-14,19.87123288,127,-5,"Malauch was always going to require patience. If you have him, you need to understand what you signed up for. Some flashes have been interesting so far."
,132,Patrick Ngongba II,C,Duke,2006-02-13,20.45479452,NEW,NEW,"I have some skepticism on Ngongba as a prospect, but the fantasy profile is juicy for the center stuff we like in a shot blocker and rim protector with good touch."
,133,LeBron James,SG/SF/PF,LAL,1984-12-30,41.57806722,117,-4,"I'm fully expecting LeBron's final year to be this year or next, and by default, his value is pretty much deflated from here. If you have him, you're holding until the end."
,134,Norman Powell,SG/SF,MIA,1993-05-25,33.17808219,153,13,Norman Powell has been on a heater this year for Miami in their tinkered offense. He'll be a great name for trivia on random 1x All-Stars.
,135,Christian Braun,SG/SF,DEN,2001-04-17,25.28219178,118,-6,I'm still in on Christian Braun being a good player once he returns to full-game speed and is healthy. Good time to panic buy.
,136,Miles Bridges,SF/PF,CHA,1998-03-21,28.35616438,114,-16,Bridges' time in Charlotte should be coming to an end as his play has drifted off. His value is likely not all that high elsewhere.
,137,Toumani Camara,SF/PF,POR,2000-05-08,26.22287596,119,-7,"Really like Camara, but the problem areas this year have been strongly felt in the fantasy space."
,138,De'Andre Ayton,C,LAL,1998-07-23,28.01643836,125,-6,"Unsurprisingly, Ayton has looked better than expected because of Luka and Reaves. Numbers are typical but I don't see a lot of long-term upside still."
,139,Rudy Gobert,C,MIN,1992-06-26,34.08899618,149,15,"More of the same as usual for Rudy Gobert, who delivers on his normal. He's having yet another All-Defense season."
,140,Labaron Philon,PG/SG,Alabama,2005-11-24,20.67671233,NEW,-2,Philon has leveled up this year as a sophomore with Alabama. He has a good guard profile and will be a mid-10s pick in most dynasty drafts as of now.
,141,Ty Jerome,PG/SG,MEM,1997-07-08,29.05753425,159,4,"It's early, but Ty Jerome has been standing out in a huge way for Memphis when healthy. "
,142,Nikola Topic,PG/SG,OKC,2005-08-10,20.96712329,138,9,Nikola Topic has returned from his testicular cancer treatment. He's played very few NBA minutes and is ramping up in the G League. We remain patient with him.
,143,Jaylon Tyson,SG/SF,CLE,2002-12-02,23.65479452,163,-7,Tyson climbed my boards quick over the last few months. He's having an excellent sophomore season as one of Cleveland's few bright spots for some of this year.
,144,Santi Aldama,PF/C,MEM,2001-01-10,25.54794521,126,-4,"I still really like Santi Aldama, but it's hard to really figure out what Memphis looks like at their best. I think he's a key piece and I like his value at cost."
,145,Daniel Gafford,C,DAL,1998-10-01,27.82465753,139,4,"With Anthony Davis shipped off to Washington, Gafford's place in the rotation is a lot less muddy again."
,146,Brandin Podziemski,PG/SG/SF,GSW,2003-02-25,23.42191781,135,7,"Statistically, Podz has had a fine, inconsistent year. The conversations on Twitter would make you think it's way worse."
,147,John Collins,PF/C,LAC,1997-09-23,28.84657534,148,-1,Collins continues to play at his normal pace. He's played well after the Zubac trade but has had some nagging injuries.
,148,Ron Holland,SF/PF,DET,2005-07-07,21.06027397,122,-7,Holland is playing a key bench role for Detroit. Still has a lot ways to go but is flashing lots of nice potential at 20.
,149,Aaron Gordon,SF/PF,DEN,1995-09-16,30.86575342,134,1,Gordon has missed some time at different points of the year. Denver has really missed him.
,150,Jaime Jaquez Jr.,SG/SF,MIA,2001-02-18,25.44109589,150,-6,Jaime Jaquez Jr. has had a solid year as he's played a steady role off the bench. His stats have been excellent.
,151,,,,,,,,
,152,,,,,,,,
,153,,,,,,,,
,154,Thomas Sorber,C,OKC,2005-12-25,20.59178082,151,-4,Sorber has a great fantasy profile and has what it takes to be a good starter in OKC. He will miss 2025-2026 with a torn ACL. Good buy-low opportunity for rebuilders.
,155,Moussa Diabate,PF/C,CHA,2002-01-21,24.51780822,197,11,"It's hard to say who actually is the best suited starter is in CHA (or if they are on the roster right now). Still, Moussa is making a strong case against Kalkbrenner."
,156,,,,,,,,
,157,Kevin Porter Jr.,PG/SG,MIL,2000-05-04,26.23380493,191,38,"Sorry if others are significantly higher on KPJ than me, but he is a bad IRL player that is not conducive to winning or positive contributions. Sell him while you can."
,158,,,,,,,,
,159,,,,,,,,
,160,,,,,,,,
,161,,,,,,,,
,162,,,,,,,,
,163,,,,,,,,
,164,,,,,,,,
,165,,,,,,,,
,166,,,,,,,,
,167,,,,,,,,
,168,,,,,,,,
,169,,,,,,,,
,170,,,,,,,,
,171,,,,,,,,
,172,,,,,,,,
,173,,,,,,,,
,174,,,,,,,,
,175,,,,,,,,
,176,,,,,,,,
,177,,,,,,,,
,178,,,,,,,,
,179,,,,,,,,
,180,,,,,,,,
,181,,,,,,,,
,182,,,,,,,,
,183,,,,,,,,
,184,,,,,,,,
,185,,,,,,,,
,186,,,,,,,,
,187,,,,,,,,
,188,,,,,,,,
,189,,,,,,,,
,190,,,,,,,,
,191,,,,,,,,
,192,,,,,,,,
,193,,,,,,,,
,194,,,,,,,,
,195,,,,,,,,
,196,,,,,,,,
,197,,,,,,,,
,198,,,,,,,,
,199,,,,,,,,
,200,,,,,,,,
,201,,,,,,,,
,202,,,,,,,,
,203,,,,,,,,
,204,,,,,,,,
,205,,,,,,,,
,206,,,,,,,,
,207,,,,,,,,
,208,,,,,,,,
,209,,,,,,,,
